中信证券固收稳盈6号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+汇成代销
中信证券甘肃2号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券固收增盈1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+汇成代销
中信证券星云92号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云111号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券金桂旭晖1号集合资产管理计划,中信证券资产管理有限公司,R1-低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券铁发紫宸1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券安心5号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券安心4号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券安心3号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券安心2号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云115号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信易2号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信盈稳健（季中）1号FOF集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈平衡（季中）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈积极（季中）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券稳益1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中信证券直销柜台	中国证券投资基金业协会,中信证券直销柜台
中信证券稳信添利2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信量多策略对冲1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信信向荣6号7期集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券所有营业网点
中信证券星云54号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券盛利1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券科志股份员工参与战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券景杰生物员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈稳健（季初）1号FOF集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈稳健（季末）1号FOF集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈平衡（季初）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈平衡（季末）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈积极（季初）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信盈积极（季末）1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券星云76号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云108号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券固收稳盈3号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云109号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券增盈2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券聚利月月享1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券陕西华达股份员工参与战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信信向荣8号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云98号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信益增强1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券瑞丰鑫元6号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信安睿享1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云84号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券安心1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券固收稳信1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+汇成
中信证券贵宾优享18号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券聚利周周享1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信益增强集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券信益纯债集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云58号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券碧兴科技员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券ESG500指增1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券固收稳健1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+汇成基金
中信证券量优500指数增强1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信信向荣6号6期集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券所有营业网点
中信证券星云83号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券锦波生物员工参与北交所战略配售1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信信向荣7号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+基煜基金
中信证券新莱福员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券定增共赢3号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信享高质量2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰泽300指数增强1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券安鑫稳健16号集合资产管理计划,中信证券股份有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券航天环宇员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券安杰思员工参与科创板战略配售2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券恒工精密员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券丰收信丰8号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享11号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云71号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享16号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享12号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰6号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰9号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券招利信盈1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+招商银行代销
中信证券丰收信丰5号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云82号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰4号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信信向荣6号1期集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券所有营业网点
中信证券美信4号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰3号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券量子CTA3号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信选福源1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信益8号集合资产管理计划,中信证券股份有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信丰2号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券尊信稳债4号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰泽量化多策略1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券朝云12号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券高华科技员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券东和新材员工参与北交所战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券美信3号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台、中信银行
中信证券宁美1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券丰收信荣1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云75号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云优选1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云85号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信益得尊享1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券佰维存储员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券凌玮科技员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券微导纳米员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券微导纳米员工参与科创板战略配售2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券百利天恒员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信鑫现金增强1号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券杰华特员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信选优债2号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券尊信稳债3号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券同欣5号集合资产管理计划,中信证券股份有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享7号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云100号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云81号ESG集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云74号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云73号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券稳信添利1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信享睿驰1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券可转债1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券锐捷网络员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券星云78号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券有研硅员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券-恒远2号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券-恒远3号集合资产管理计划,中信证券股份有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云79号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信信向荣同业存单集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券锦波生物员工参与北交所战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券康为世纪员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券信信向荣睿驰1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券泓博医药员工参与创业板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券富创精密员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券天德钰员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券美信2号集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台+代销(中信银行)
中信证券稳盈多策略MOM1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券灿瑞科技员工参与科创板战略配售2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券灿瑞科技员工参与科创板战略配售1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券振华风光员工参与科创板战略配售集合资产管理计划,中信证券股份有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券美信1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台+代销(中信银行)
中信证券中证1000指数增强1号集合资产管理计划,中信证券资产管理有限公司,R5-高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信致2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券丛麟环保员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售3号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售4号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售5号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售6号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售A号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券联影医疗员工参与科创板战略配售2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券星辰62号集合资产管理计划,中信证券股份有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券三一重能员工参与科创板战略配售4号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券三一重能员工参与科创板战略配售3号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券-恒远1号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券兴耘1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券滨信1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信信向荣增强1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券所有营业网点
中信证券海光信息员工参与科创板战略配售集合资产管理计划,中信证券股份有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券益方生物员工参与科创板战略配售集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券贵宾丰元60号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云65号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星河36号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券财富优选CTA策略2号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券稳利1号集合资产管理计划,中信证券股份有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券星辰61号集合资产管理计划,中信证券股份有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券乐成6号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券瑞丰鑫元5号集合资产管理计划,中信证券股份有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券永安稳债1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券信益得1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,100万,中国证券投资基金业协会,中信证券所有营业网点
中信证券多资产FOF2号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券金桂远航1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享9号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾优享8号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云56号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券双赢增利10号集合资产管理计划,中信证券股份有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券鼎利1号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券直销柜台
中信证券施享固收1号集合资产管理计划,中信证券资产管理有限公司,R3-中风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券鸿鑫2号集合资产管理计划,中信证券资产管理有限公司,R5-高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券星辰60号集合资产管理计划,中信证券股份有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券鸿鑫1号集合资产管理计划,中信证券资产管理有限公司,R5-高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券信信向荣现金增强集合资产管理计划,中信证券资产管理有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券多资产FOF1号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券贵宾定制171号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云69号集合资产管理计划,中信证券股份有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云70号集合资产管理计划,中信证券股份有限公司,R2-中低风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券量子CTA2号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券星河35号FOF集合资产管理计划,中信证券资产管理有限公司,R5-高风险,100万,中国证券投资基金业协会,中信证券直销柜台
中信证券星云61号FOF集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券利率债阿尔法3号集合资产管理计划,中信证券资产管理有限公司,R3-中等风险,30万,中国证券投资基金业协会,中信证券直销柜台
中信证券经纬恒润员工参与科创板战略配售4号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
中信证券经纬恒润员工参与科创板战略配售3号集合资产管理计划,中信证券资产管理有限公司,R4-中高风险,40万,中国证券投资基金业协会,中信证券所有营业网点
